"id","zipcode","city","combi","agent_id","agent_name","agent_phone","agency_name","agency_address"
1767,3961,"Grimentz","3961 Grimentz","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1768,3961,"Mission","3961 Mission","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1769,3961,"St-Jean VS","3961 St-Jean VS","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1770,3961,"St-Luc","3961 St-Luc","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1771,3961,"Vissoie","3961 Vissoie","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1772,3961,"Zinal","3961 Zinal","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1773,3963,"Aminona","3963 Aminona","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1774,3963,"Crans-Montana","3963 Crans-Montana","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1775,3963,"Montana","3963 Montana","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1776,3965,"Chippis","3965 Chippis","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1777,3966,"Chalais","3966 Chalais","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1778,3966,"Réchy","3966 Réchy","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1779,3967,"Vercorin","3967 Vercorin","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1780,3968,"Veyras","3968 Veyras","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1781,3970,"Salgesch","3970 Salgesch","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1782,3971,"Chermignon","3971 Chermignon","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1783,3971,"Chermignon-Bas","3971 Chermignon-Bas","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1784,3971,"Ollon VS","3971 Ollon VS","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1785,3972,"MiÁge","3972 MiÁge","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1786,3973,"Venthône","3973 Venthône","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1787,3974,"Mollens VS","3974 Mollens VS","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1788,3975,"Randogne","3975 Randogne","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1789,3976,"Champzabé","3976 Champzabé","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1790,3976,"Noës","3976 Noës","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1791,3977,"Granges VS","3977 Granges VS","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1792,3978,"Flanthey","3978 Flanthey","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1793,3979,"Grône","3979 Grône","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1794,3982,"Bitsch","3982 Bitsch","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1795,3983,"Bister","3983 Bister","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1796,3983,"Filet","3983 Filet","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1797,3983,"Goppisberg","3983 Goppisberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1798,3983,"Greich","3983 Greich","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1799,3983,"Mörel","3983 Mörel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1800,3984,"Fiesch","3984 Fiesch","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1801,3984,"Fieschertal","3984 Fieschertal","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1802,3985,"Geschinen","3985 Geschinen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1803,3985,"Münster VS","3985 Münster VS","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1804,3986,"Ried-Mörel","3986 Ried-Mörel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1805,3987,"Riederalp","3987 Riederalp","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1806,3988,"Obergesteln","3988 Obergesteln","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1807,3988,"Ulrichen","3988 Ulrichen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1808,3989,"Biel VS","3989 Biel VS","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1809,3989,"Blitzingen","3989 Blitzingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1810,3989,"Niederwald","3989 Niederwald","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1811,3989,"Ritzingen","3989 Ritzingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1812,3989,"Selkingen","3989 Selkingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1813,3991,"Betten","3991 Betten","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1814,3992,"Bettmeralp","3992 Bettmeralp","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1815,3993,"Grengiols","3993 Grengiols","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1816,3994,"Lax","3994 Lax","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1817,3994,"Martisberg","3994 Martisberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1818,3995,"Ausserbinn","3995 Ausserbinn","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1819,3995,"Ernen","3995 Ernen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1820,3995,"Mühlebach (Goms)","3995 Mühlebach (Goms)","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1821,3995,"Steinhaus","3995 Steinhaus","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1822,3996,"Binn","3996 Binn","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1823,3997,"Bellwald","3997 Bellwald","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1824,3998,"Gluringen","3998 Gluringen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1825,3998,"Reckingen VS","3998 Reckingen VS","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1826,3999,"Oberwald","3999 Oberwald","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1827,4001,"Basel","4001 Basel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1828,4051,"Basel","4051 Basel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1829,4052,"Basel","4052 Basel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1830,4053,"Basel","4053 Basel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1831,4054,"Basel","4054 Basel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1832,4055,"Basel","4055 Basel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1833,4056,"Basel","4056 Basel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1834,4057,"Basel","4057 Basel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1835,4058,"Basel","4058 Basel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1836,4059,"Basel","4059 Basel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1837,4101,"Bruderholz","4101 Bruderholz","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1838,4102,"Binningen","4102 Binningen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1839,4103,"Bottmingen","4103 Bottmingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1840,4104,"Oberwil BL","4104 Oberwil BL","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1841,4105,"Biel-Benken BL","4105 Biel-Benken BL","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1842,4106,"Therwil","4106 Therwil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1843,4107,"Ettingen","4107 Ettingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1844,4108,"Witterswil","4108 Witterswil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1845,4112,"Bättwil","4112 Bättwil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1846,4112,"Flüh","4112 Flüh","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1847,4114,"Hofstetten SO","4114 Hofstetten SO","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1848,4115,"Mariastein","4115 Mariastein","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1849,4116,"Metzerlen","4116 Metzerlen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1850,4117,"Burg im Leimental","4117 Burg im Leimental","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1851,4118,"Rodersdorf","4118 Rodersdorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1852,4123,"Allschwil","4123 Allschwil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1853,4124,"Schönenbuch","4124 Schönenbuch","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1854,4125,"Riehen","4125 Riehen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1855,4126,"Bettingen","4126 Bettingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1856,4127,"Birsfelden","4127 Birsfelden","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1857,4132,"Muttenz","4132 Muttenz","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1858,4133,"Pratteln","4133 Pratteln","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1859,4142,"Münchenstein","4142 Münchenstein","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1860,4143,"Dornach","4143 Dornach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1861,4144,"Arlesheim","4144 Arlesheim","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1862,4145,"Gempen","4145 Gempen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1863,4146,"Hochwald","4146 Hochwald","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1864,4147,"Aesch BL","4147 Aesch BL","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1865,4148,"Pfeffingen","4148 Pfeffingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1866,4153,"Reinach BL","4153 Reinach BL","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1867,4202,"Duggingen","4202 Duggingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1868,4203,"Grellingen","4203 Grellingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1869,4204,"Himmelried","4204 Himmelried","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1870,4206,"Seewen SO","4206 Seewen SO","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1871,4207,"Bretzwil","4207 Bretzwil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1872,4208,"Nunningen","4208 Nunningen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1873,4222,"Zwingen","4222 Zwingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1874,4223,"Blauen","4223 Blauen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1875,4224,"Nenzlingen","4224 Nenzlingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1876,4225,"Brislach","4225 Brislach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1877,4226,"Breitenbach","4226 Breitenbach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1878,4227,"Büsserach","4227 Büsserach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1879,4228,"Erschwil","4228 Erschwil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1880,4229,"Beinwil SO","4229 Beinwil SO","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1881,4232,"Fehren","4232 Fehren","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1882,4233,"Meltingen","4233 Meltingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1883,4234,"Zullwil","4234 Zullwil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1884,4242,"Laufen","4242 Laufen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1885,4243,"Dittingen","4243 Dittingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1886,4244,"Röschenz","4244 Röschenz","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1887,4245,"Kleinlützel","4245 Kleinlützel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1888,4246,"Wahlen b. Laufen","4246 Wahlen b. Laufen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1889,4247,"Grindel","4247 Grindel","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1890,4252,"Bärschwil","4252 Bärschwil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1891,4253,"Liesberg","4253 Liesberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1892,4254,"Liesberg Dorf","4254 Liesberg Dorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1893,4302,"Augst BL","4302 Augst BL","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1894,4303,"Kaiseraugst","4303 Kaiseraugst","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1895,4304,"Giebenach","4304 Giebenach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1896,4305,"Olsberg","4305 Olsberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1897,4310,"Rheinfelden","4310 Rheinfelden","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1898,4312,"Magden","4312 Magden","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1899,4313,"Möhlin","4313 Möhlin","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1900,4314,"Zeiningen","4314 Zeiningen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1901,4315,"Zuzgen","4315 Zuzgen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1902,4316,"Hellikon","4316 Hellikon","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1903,4317,"Wegenstetten","4317 Wegenstetten","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1904,4322,"Mumpf","4322 Mumpf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1905,4323,"Wallbach","4323 Wallbach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1906,4324,"Obermumpf","4324 Obermumpf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1907,4325,"Schupfart","4325 Schupfart","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1908,4332,"Stein AG","4332 Stein AG","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1909,4333,"Münchwilen AG","4333 Münchwilen AG","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1910,4334,"Sisseln AG","4334 Sisseln AG","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1911,4402,"Frenkendorf","4402 Frenkendorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1912,4410,"Liestal","4410 Liestal","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1913,4411,"Seltisberg","4411 Seltisberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1914,4412,"Nuglar","4412 Nuglar","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1915,4413,"Büren SO","4413 Büren SO","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1916,4414,"Füllinsdorf","4414 Füllinsdorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1917,4415,"Lausen","4415 Lausen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1918,4416,"Bubendorf","4416 Bubendorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1919,4417,"Ziefen","4417 Ziefen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1920,4418,"Reigoldswil","4418 Reigoldswil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1921,4419,"Lupsingen","4419 Lupsingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1922,4421,"St. Pantaleon","4421 St. Pantaleon","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1923,4422,"Arisdorf","4422 Arisdorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1924,4423,"Hersberg","4423 Hersberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1925,4424,"Arboldswil","4424 Arboldswil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1926,4425,"Titterten","4425 Titterten","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1927,4426,"Lauwil","4426 Lauwil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1928,4431,"Bennwil","4431 Bennwil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1929,4432,"Lampenberg","4432 Lampenberg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1930,4433,"Ramlinsburg","4433 Ramlinsburg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1931,4434,"Hölstein","4434 Hölstein","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1932,4435,"Niederdorf","4435 Niederdorf","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1933,4436,"Liedertswil","4436 Liedertswil","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1934,4436,"Oberdorf BL","4436 Oberdorf BL","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1935,4437,"Waldenburg","4437 Waldenburg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1936,4438,"Langenbruck","4438 Langenbruck","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1937,4441,"Thürnen","4441 Thürnen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1938,4442,"Diepflingen","4442 Diepflingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1939,4443,"Wittinsburg","4443 Wittinsburg","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1940,4444,"Rümlingen","4444 Rümlingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1941,4445,"Häfelfingen","4445 Häfelfingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1942,4446,"Buckten","4446 Buckten","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1943,4447,"Känerkinden","4447 Känerkinden","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1944,4448,"Läufelfingen","4448 Läufelfingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1945,4450,"Sissach","4450 Sissach","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1946,4451,"Wintersingen","4451 Wintersingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1947,4452,"Itingen","4452 Itingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1948,4453,"Nusshof","4453 Nusshof","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1949,4455,"Zunzgen","4455 Zunzgen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1950,4456,"Tenniken","4456 Tenniken","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1951,4457,"Diegten","4457 Diegten","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1952,4458,"Eptingen","4458 Eptingen","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1953,4460,"Gelterkinden","4460 Gelterkinden","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1954,4461,"Böckten","4461 Böckten","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
1955,4462,"Rickenbach BL","4462 Rickenbach BL","agentuser2","Sacha Chastain","031 576 45 89","Agency of the capital","Erlachstrasse 14, 3012 Bern"
